Date,Year,Month,Day,Weekday,Event
1879-03-03,1879,3,3,Monday,"Death of W. K. Clifford (GE subsequently contributed to fund for his widow). "
1879-03-05,1879,3,5,Wednesday,"Requests revise proof of Such. Tells Barbara Bodichon that she is now driving out on most days. "
1879-03-08,1879,3,8,Saturday,"Gertrude Lewes brings the grand-children to tea. "
1879-03-09,1879,3,9,Sunday,"Henry Sidgwick discusses plans for the establishment of the GHL Studentship. GE authorises D’Albert's translation of Scenes. "
1879-03-13,1879,3,13,Thursday,"Michael Foster suggests trustees for the Studentship. "
1879-03-16,1879,3,16,Sunday,"Trübner discusses the printing of Problems. "
1879-03-17,1879,3,17,Monday,"Reads Problem II in volume V of Problems. "
1879-03-18,1879,3,18,Tuesday,"Signs her will. Visited by Cross, whose services become increasingly necessary and accepted."
1879-03-19,1879,3,19,Wednesday,"Sees Maria Congreve - an indication of the gradual return towards light social engagements. "
1879-03-20,1879,3,20,Thursday,"Moves back into the bedroom once shared with GHL. Call from Spencer, seeking advice on his Autobiography. Invites Georgiana Burne-Jones to visit her. "
1879-03-21,1879,3,21,Friday,"Blackwood sends revise proof of Such. "
1879-03-22,1879,3,22,Saturday,"Asks Blackwood to supervise arrangements for foreign editions of Such. "
1879-03-23,1879,3,23,Sunday,"Sends volume IV of Problems to printer. "
1879-03-25,1879,3,25,Tuesday,"So dissatisfied with Such that she writes to tell Blackwood of her decision to suppress it. "
1879-04-01,1879,4,1,Tuesday,"Tells Cara Bray that she will receive an annuity in her will. "
1879-04-05,1879,4,5,Saturday,"Agrees to Blackwood's suggestion of publishing Such in May. Visits Charles Lewes’s house for the first time. "
1879-04-07,1879,4,7,Monday,"Diary records, 'A mental crisis. Occupied with his writings' (Letters 7: 130). "
1879-04-08,1879,4,8,Tuesday,"Invites the Harrisons to call. Visited by Elma Stuart. Explains the idea of the GHL Studentship in a letter to Barbara Bodichon: 'That there should always, in consequence of his having lived, be a young man working in the way he would have liked to work, is a memorial of him that comes nearest my feeling' (Letters 3: 355). "
1879-04-09,1879,4,9,Wednesday,"Tells Blackwood she is now taking a drive every day. "
1879-04-10,1879,4,10,Thursday,"Letter to Harriet Beecher Stowe tells of struggle in coming to terms with bereavement: 'Formerly everything was easy because the supreme human blessing of perfect love was always with me. Now everything seems difficult. And yet I feel as if I were blaspheming to write that - for the Past is not dead, and in all I do, it is a living influence' (Letters 7: 132). "
1879-04-17,1879,4,17,Thursday,"Letter to David Kaufman is one of several of this period regretting 'our having been betrayed into an unjustifiable war in South Africa' (Cross 3: 358). "
1879-04-22,1879,4,22,Tuesday,"Requests Cross's immediate advice on whether to lend Bessie Belloc £500: loan refused. Blackwood specifies 3000 copies for first edition of Such. "
1879-04-23,1879,4,23,Wednesday,"Queries the royalties for Such. "
1879-04-26,1879,4,26,Saturday,"Visited by the Bullock-Halls. "
1879-04-28,1879,4,28,Monday,"Eliza Lewes and her children return to London from South Africa, and on the 29th are entertained at The Priory. But GE tells Eliza that the family may not live there, and informs Edith Simcox that the 'morbid time of repulsion' is over 'for ever' (Letters 9: 267). "
1879-05-02,1879,5,2,Friday,"Advises William Blackwood on terms for foreign editions and translations of Such. Correspondence on this subject continues over the first two-thirds of this month. "
1879-05-06,1879,5,6,Tuesday,"Visited by the Calls, and Eleanor and Florence Cross. "
1879-05-08,1879,5,8,Thursday,"Burne-Jones calls. "
1879-05-13,1879,5,13,Tuesday,"Andrew Clark makes recommendations for the GHL Studentship. "
1879-05-16,1879,5,16,Friday,"GE's diary records a 'Crisis' - cause unknown; Harris and Johnston suggest it’s connected to her developing relationship with John Cross, writing “it is tempting to read [these entries] as anticipations of their marriage” (152). ."
1879-05-19,1879,5,19,Monday,"Receives Such, and volume IV of Problems. "
1879-05-21,1879,5,21,Wednesday,"Sees Trollope. "
1879-05-22,1879,5,22,Thursday,"Leaves for Witley, where Cross visits her once or twice a week, and they continue to study Dante. "
1879-05-26,1879,5,26,Monday,"Badly afflicted by further renal pain. "
1879-05-27,1879,5,27,Tuesday,"Plays piano for first time since GHL's death. "
1879-05-28,1879,5,28,Wednesday,"Hears that Such is going into second impression. Advises James Sully on GHL's contributions to periodicals. "
1879-06-05,1879,6,5,Thursday,"Visited by Barbara Bodichon, who reports to her sister an enormous improvement in GE's spirits: 'In fact, I think she will do more for us than ever' (Cross 3: 367). "
1879-06-12,1879,6,12,Thursday,"Thanks William Blackwood for sending details of foreign sales, and tells anecdotes about the reception of her books. "
1879-06-17,1879,6,17,Tuesday,"Confined to bed for three days, the complaint not finally lifting until the beginning of August. "
1879-06-20,1879,6,20,Friday,"Tells Blackwood, 'Yesterday I was in more acute pain than I have ever known in my life before' (Letters 3: 367). Much gratified by the public reception of Impressions of Theophrastus Such. "
1879-06-29,1879,6,29,Sunday,"Tells Georgiana Burne-Jones that 'there is a devoted friend who is backwards and forwards continually to see that I lack nothing' (Cross 3: 369). Thanks Blackwood for sending The Ethics of George Eliot by J.C. Brown. "
1879-07-15,1879,7,15,Tuesday,"Blackwood reports the continued success of Such. "
1879-07-16,1879,7,16,Wednesday,"Reports, 'The weather is a greater calamity even than the Zulu war' (Letters 7: 183) - the exceptionally poor summer does little to aid her recovery. "
1879-07-25,1879,7,25,Friday,"Reports to Charles Lewes taking her first drive 'for a long while' (Letters 7: 188). "
1879-08-07,1879,8,7,Thursday,"Thanks James Sully for his continued help with GHL's Problems. "
1879-08-11,1879,8,11,Monday,"Invites Georgiana Burne-Jones to visit her at Witley. Thanks G. J. Holyoake for The History of Co-operation in England, which she has been reading. "
1879-08-19,1879,8,19,Tuesday,"Reports to Clementia Taylor that she hopes she is now fully recovered from her eight-week illness. "
1879-08-21,1879,8,21,Thursday,"Records in diary, “Decisive conversation,” suggested to be her refusal of a proposal from Cross."
1879-09-02,1879,9,2,Tuesday,"GHL Studentship at Cambridge inaugurated. "
1879-09-03,1879,9,3,Wednesday,"Tells William Blackwood of her continued delight at the quick sales of Such, asks for news of the translation of Kaufman's pamphlet on Deronda, and recommends a schoolfriend, Bradley Jenkins, if ever Blackwood should require French translations. Invites Barbara Bodichon to stay. "
1879-09-10,1879,9,10,Wednesday,"Suggests alterations in James Sully's article on GHL, especially recommending omission of GHL's criticism of Browning's obscurity. "
1879-09-29,1879,9,29,Monday,"Barbara Bodichon begins four-day visit to The Heights. Sends off the last proofs of Problems. "
1879-10-03,1879,10,3,Friday,"William Blackwood, revealing that his uncle has had to retire on medical grounds, reports over 6000 copies of Such sold, and offers an extra lump sum. "
1879-10-07,1879,10,7,Tuesday,"Appreciates gift from Anna Merritt of her Henry Merritt: Art Criticism and Romance. "
1879-10-16,1879,10,16,Thursday,"GE sends letter to Cross, signing herself Beatrice, and admitting her feelings for him."
1879-10-18,1879,10,18,Saturday,"Delighted at the success of Charles Smart Roy's application for the GHL Studentship. "
1879-10-27,1879,10,27,Monday,"Hears of Blackwood’s severe illness, telling Charles Lewes, 'He has been bound up with what I most cared for in my life for more than twenty years; and his good qualities have made many things easy to me that, without him, would often have been difficult' (Letters 3: 383). "
1879-10-29,1879,10,29,Wednesday,"Death of Blackwood. Rejects W. L. Bicknell's request to dramatise Romola. "
1879-10-31,1879,10,31,Friday,"Visits the Crosses. "
1879-11-01,1879,11,1,Saturday,"Returns to The Priory; reading there with Cross includes Dante, Chaucer, Shakespeare, Wordsworth, and Sainte-Beuve’s Causeries. "
1879-11-04,1879,11,4,Tuesday,"Suggests new format for Sayings to William Blackwood. "
1879-11-09,1879,11,9,Sunday,"Reading Jowett's Thucydides. "
1879-11-22,1879,11,22,Saturday,"Sixtieth birthday. "
1879-11-25,1879,11,25,Tuesday,"'Another turning-point' (Letters 7: 91). "
1879-11-28,1879,11,28,Friday,"Visits GHL's grave. "
1879-11-29,1879,11,29,Saturday,"Reads GHL's Letters packing them together to be buried with her. "
1879-12-05,1879,12,5,Friday,"Answers query on the word 'adust' for James Murray's New English Dictionary. "
1879-12-09,1879,12,9,Tuesday,"Vol. V of Problems published. "
1879-12-17,1879,12,17,Wednesday,"Acknowledges receipt of the bound manuscript of Theophrastus Such, and counsels William Blackwood against the inclusion of too much easily written criticism in his magazine."
1879-12-24,1879,12,24,Wednesday,"Tells Elma Stuart she would rather not have a portrait or bust of GHL: 'I am afraid of outward images lest they should corrupt the inward' (Letters 7: 235). Eliza Lewes and children to lunch. "
1879-12-26,1879,12,26,Friday,"Requests Edith Simcox to stop calling her 'Mother', confiding that 'her associations otherwise with the name were as of a task and it was a fact that her feeling for me was not at all a mother's.' (Letters 9: 283)"
1879-12-30,1879,12,30,Tuesday,"Jowett sends her New Year wishes and literary encouragement: 'you must not throw this precious trust away' (Letters 9: 286)."
1880-01-04,1880,1,4,Sunday,"Congratulates Edward Clodd on his Jesus of Nazareth, whilst also expressing differences. Bret Harte introduced. "
1880-01-05,1880,1,5,Monday,"Thanks Clementia Taylor for her New Year greetings, mentioning that public calamities, such as the war in Afghanistan, have helped place her personal sorrow in perspective, and that she is now seeing several friends. "
1880-01-08,1880,1,8,Thursday,"Reading the Odyssey, and C. P. Tiele's Outlines of the History of Religion. "
1880-01-09,1880,1,9,Friday,"Congratulates Frederick Myers on his engagement. "
1880-01-13,1880,1,13,Tuesday,"Reading Chaucer's General Prologue to the Canterbury Tales. "
1880-01-29,1880,1,29,Thursday,"Pays second visit of the month to the Grosvenor Gallery. "
1880-01-30,1880,1,30,Friday,"Consults Croom Robertson about disposition of library. "
1880-02-01,1880,2,1,Sunday,"Declines permission for Sydney M. Samuel to dramatise Deronda. "
1880-02-13,1880,2,13,Friday,"George Smith discusses de luxe edition of Romola, to whose publication GE assents. "
1880-02-14,1880,2,14,Saturday,"Expresses satisfaction with new edition of Sayings. "
1880-03-09,1880,3,9,Tuesday,"Admits in an interview with Edith Simcox that she has never connected with women as easily as she has with men. "
1880-03-14,1880,3,14,Sunday,"Sunday callers include Barbara Bodichon, Spencer, and the Harrisons. "
1880-03-28,1880,3,28,Sunday,"Begins two-day visit to Weybridge. "
1880-03-30,1880,3,30,Tuesday,"Presides at sixth birthday party of GHL's grand-daughter Maud. "
1880-04-09,1880,4,9,Friday,"Tells Paget of Cross's third proposal. Accepts Paget's advice, and consents in the evening. Cross reports, 'It was finally decided that our marriage should take place as soon, and as privately, as might be found practicable' (Letters 3: 387). "
1880-04-10,1880,4,10,Saturday,"GE and Cross inspect 4 Cheyne Walk, soon to become their residence. "
1880-04-13,1880,4,13,Tuesday,"Tells Eleanor Cross, 'I quail a little in facing what has to be gone through-the hurting of many whom I care for.... The springs of affection are reopened in me' (Cross 3: 388). "
1880-04-19,1880,4,19,Monday,"Discusses Wordsworth in letter to Harrison, recommending Moxon's one-volume edition, and regretting some omissions in Arnold's selection from the poet. "
1880-04-23,1880,4,23,Friday,"Tells Georgiana Burne-Jones that she is 'tired of being set on a pedestal and expected to vent wisdom' (Haight, p. 537; Letters 7: 263)."
1880-04-24,1880,4,24,Saturday,"Begins three-day visit to Weybridge. Thanks Lady Lytton for sending her photograph, speculating on the events which have contrived to make her look sadder, and assuring her of continual friendship. "
1880-04-26,1880,4,26,Monday,"Thanks James Sully for his sympathetic review of vol. V of GHL’s Problems in the Academy. "
1880-04-30,1880,4,30,Friday,"Much gratified by the sensitive feelings displayed by Charles Lewes in a long interview. He undertakes to break the news of the marriage to Edith Simcox and others. "
1880-05-05,1880,5,5,Wednesday,"Writes to Georgiana Burne-Jones: 'A great momentous change is taking place in my life - a sort of miracle in which I could never have believed' (Letters 7: 269). Letters also sent to William Blackwood, Barbara Bodichon, Cara Bray and Maria Congreve. "
1880-05-06,1880,5,6,Thursday,"Journal records, 'Married this day at 10.15 to John Walter Cross at St George's Hanover Square. Present, Charles, who gave me away, Mr and Mrs Druce, Mr Hall, William, Eleanor, and Florence Cross. We went back to The Priory, where we signed our wills. Then we started for Dover, and arrived there a little after five o'clock' (Cross 3: 393). Subsequent honeymoon takes them to France, Italy and Germany. Congratulations sent by William Blackwood and Frederic Harrison. "
